sequence,offset,max_conf
20160604_FIRE_rm-n-mobo-c,-2400,0.18445724248886108
20160604_FIRE_rm-n-mobo-c,-2340,0.10755513608455658
20160604_FIRE_rm-n-mobo-c,-2280,0.15119285881519318
20160604_FIRE_rm-n-mobo-c,-2220,0.25662097334861755
20160604_FIRE_rm-n-mobo-c,-2160,0.21375927329063416
20160604_FIRE_rm-n-mobo-c,-2100,0.2688324749469757
20160604_FIRE_rm-n-mobo-c,-2040,0.13756537437438965
20160604_FIRE_rm-n-mobo-c,-1980,0.21576324105262756
20160604_FIRE_rm-n-mobo-c,-1920,0.30937692523002625
20160604_FIRE_rm-n-mobo-c,-1860,0.23799008131027222
20160604_FIRE_rm-n-mobo-c,-1800,0.45069581270217896
20160604_FIRE_rm-n-mobo-c,-1740,0.4911750555038452
20160604_FIRE_rm-n-mobo-c,-1680,0.2519361972808838
20160604_FIRE_rm-n-mobo-c,-1620,0.32252514362335205
20160604_FIRE_rm-n-mobo-c,-1560,0.2775673270225525
20160604_FIRE_rm-n-mobo-c,-1500,0.2648673951625824
20160604_FIRE_rm-n-mobo-c,-1440,0.2784670293331146
20160604_FIRE_rm-n-mobo-c,-1380,0.18062558770179749
20160604_FIRE_rm-n-mobo-c,-1320,0.2604912221431732
20160604_FIRE_rm-n-mobo-c,-1260,0.1494617760181427
20160604_FIRE_rm-n-mobo-c,-1200,0.0385536253452301
20160604_FIRE_rm-n-mobo-c,-1140,0.16281576454639435
20160604_FIRE_rm-n-mobo-c,-1080,0.15921132266521454
20160604_FIRE_rm-n-mobo-c,-1020,0.09198877960443497
20160604_FIRE_rm-n-mobo-c,-960,0.053320541977882385
20160604_FIRE_rm-n-mobo-c,-900,0.22010865807533264
20160604_FIRE_rm-n-mobo-c,-840,0.4480125606060028
20160604_FIRE_rm-n-mobo-c,-780,0.40173062682151794
20160604_FIRE_rm-n-mobo-c,-720,0.35682016611099243
20160604_FIRE_rm-n-mobo-c,-660,0.12774057686328888
20160604_FIRE_rm-n-mobo-c,-600,0.2576168179512024
20160604_FIRE_rm-n-mobo-c,-540,0.3013676106929779
20160604_FIRE_rm-n-mobo-c,-480,0.18365953862667084
20160604_FIRE_rm-n-mobo-c,-420,0.2821830213069916
20160604_FIRE_rm-n-mobo-c,-360,0.24764637649059296
20160604_FIRE_rm-n-mobo-c,-300,0.2948814034461975
20160604_FIRE_rm-n-mobo-c,-240,0.2989388704299927
20160604_FIRE_rm-n-mobo-c,-180,0.1978827565908432
20160604_FIRE_rm-n-mobo-c,-120,0.18997587263584137
20160604_FIRE_rm-n-mobo-c,-60,0.18209825456142426
20160604_FIRE_rm-n-mobo-c,0,0.28212451934814453
20160604_FIRE_rm-n-mobo-c,60,0.7103532552719116
20160604_FIRE_rm-n-mobo-c,120,0.7465603947639465
20160604_FIRE_rm-n-mobo-c,180,0.7247216701507568
20160604_FIRE_rm-n-mobo-c,240,0.5794224143028259
20160604_FIRE_rm-n-mobo-c,300,0.42096781730651855
20160604_FIRE_rm-n-mobo-c,360,0.16473372280597687
20160604_FIRE_rm-n-mobo-c,420,0.026905886828899384
20160604_FIRE_rm-n-mobo-c,480,0.054064951837062836
20160604_FIRE_rm-n-mobo-c,540,0.028355587273836136
20160604_FIRE_rm-n-mobo-c,600,0.0514310747385025
20160604_FIRE_rm-n-mobo-c,660,0.26390540599823
20160604_FIRE_rm-n-mobo-c,720,0.44742658734321594
20160604_FIRE_rm-n-mobo-c,780,0.3960268795490265
20160604_FIRE_rm-n-mobo-c,840,0.20508696138858795
20160604_FIRE_rm-n-mobo-c,900,0.1746376007795334
20160604_FIRE_rm-n-mobo-c,960,0.10573095828294754
20160604_FIRE_rm-n-mobo-c,1020,0.21915550529956818
20160604_FIRE_rm-n-mobo-c,1080,0.2466314435005188
20160604_FIRE_rm-n-mobo-c,1140,0.4051777124404907
20160604_FIRE_rm-n-mobo-c,1200,0.5194626450538635
20160604_FIRE_rm-n-mobo-c,1260,0.39934784173965454
20160604_FIRE_rm-n-mobo-c,1320,0.3668723404407501
20160604_FIRE_rm-n-mobo-c,1380,0.3294924795627594
20160604_FIRE_rm-n-mobo-c,1440,0.30069565773010254
20160604_FIRE_rm-n-mobo-c,1500,0.0846678838133812
20160604_FIRE_rm-n-mobo-c,1560,0.17272259294986725
20160604_FIRE_rm-n-mobo-c,1620,0.07681706547737122
20160604_FIRE_rm-n-mobo-c,1680,0.10980261862277985
20160604_FIRE_rm-n-mobo-c,1740,0.23458008468151093
20160604_FIRE_rm-n-mobo-c,1800,0.13438329100608826
20160604_FIRE_rm-n-mobo-c,1860,0.2540755867958069
20160604_FIRE_rm-n-mobo-c,1920,0.08006730675697327
20160604_FIRE_rm-n-mobo-c,1980,0.13868488371372223
20160604_FIRE_rm-n-mobo-c,2040,0.17811675369739532
20160604_FIRE_rm-n-mobo-c,2100,0.15461011230945587
20160604_FIRE_rm-n-mobo-c,2160,0.08082520961761475
20160604_FIRE_rm-n-mobo-c,2220,0.03630381077528
20160604_FIRE_rm-n-mobo-c,2280,0.10739410668611526
20160604_FIRE_rm-n-mobo-c,2340,0.11650601029396057
20160604_FIRE_rm-n-mobo-c,2400,0.2254181206226349
20160604_FIRE_smer-tcs3-mobo-c,-2400,0.042188528925180435
20160604_FIRE_smer-tcs3-mobo-c,-2340,0.03770344704389572
20160604_FIRE_smer-tcs3-mobo-c,-2280,0.04418439045548439
20160604_FIRE_smer-tcs3-mobo-c,-2220,0.02470027282834053
20160604_FIRE_smer-tcs3-mobo-c,-2160,0.025551509112119675
20160604_FIRE_smer-tcs3-mobo-c,-2100,0.04235899820923805
20160604_FIRE_smer-tcs3-mobo-c,-2040,0.033412106335163116
20160604_FIRE_smer-tcs3-mobo-c,-1980,0.03737853094935417
20160604_FIRE_smer-tcs3-mobo-c,-1920,0.028386922553181648
20160604_FIRE_smer-tcs3-mobo-c,-1860,0.06009587273001671
20160604_FIRE_smer-tcs3-mobo-c,-1800,0.0884622260928154
20160604_FIRE_smer-tcs3-mobo-c,-1740,0.07987792044878006
20160604_FIRE_smer-tcs3-mobo-c,-1680,0.07366349548101425
20160604_FIRE_smer-tcs3-mobo-c,-1620,0.07413947582244873
20160604_FIRE_smer-tcs3-mobo-c,-1560,0.07536391168832779
20160604_FIRE_smer-tcs3-mobo-c,-1500,0.07107560336589813
