sequence,offset,max_conf
20160604_FIRE_rm-n-mobo-c,-2400,0.03197646141052246
20160604_FIRE_rm-n-mobo-c,-2340,0.02019881270825863
20160604_FIRE_rm-n-mobo-c,-2280,0.08587020635604858
20160604_FIRE_rm-n-mobo-c,-2220,0.06889130175113678
20160604_FIRE_rm-n-mobo-c,-2160,0.05616030469536781
20160604_FIRE_rm-n-mobo-c,-2100,0.04728194326162338
20160604_FIRE_rm-n-mobo-c,-2040,0.07397373020648956
20160604_FIRE_rm-n-mobo-c,-1980,0.14019149541854858
20160604_FIRE_rm-n-mobo-c,-1920,0.10617842525243759
20160604_FIRE_rm-n-mobo-c,-1860,0.16925840079784393
20160604_FIRE_rm-n-mobo-c,-1800,0.23953768610954285
20160604_FIRE_rm-n-mobo-c,-1740,0.32102903723716736
20160604_FIRE_rm-n-mobo-c,-1680,0.11568479239940643
20160604_FIRE_rm-n-mobo-c,-1620,0.10864106565713882
20160604_FIRE_rm-n-mobo-c,-1560,0.09381528198719025
20160604_FIRE_rm-n-mobo-c,-1500,0.17001011967658997
20160604_FIRE_rm-n-mobo-c,-1440,0.1129244938492775
20160604_FIRE_rm-n-mobo-c,-1380,0.12481783330440521
20160604_FIRE_rm-n-mobo-c,-1320,0.10269209742546082
20160604_FIRE_rm-n-mobo-c,-1260,0.13668008148670197
20160604_FIRE_rm-n-mobo-c,-1200,0.04963330179452896
20160604_FIRE_rm-n-mobo-c,-1140,0.049845486879348755
20160604_FIRE_rm-n-mobo-c,-1080,0.05110125616192818
20160604_FIRE_rm-n-mobo-c,-1020,0.026993485167622566
20160604_FIRE_rm-n-mobo-c,-960,0.012926227413117886
20160604_FIRE_rm-n-mobo-c,-900,0.048159193247556686
20160604_FIRE_rm-n-mobo-c,-840,0.09375673532485962
20160604_FIRE_rm-n-mobo-c,-780,0.0411728173494339
20160604_FIRE_rm-n-mobo-c,-720,0.037207990884780884
20160604_FIRE_rm-n-mobo-c,-660,0.01388031430542469
20160604_FIRE_rm-n-mobo-c,-600,0.01516347099095583
20160604_FIRE_rm-n-mobo-c,-540,0.028606673702597618
20160604_FIRE_rm-n-mobo-c,-480,0.028602227568626404
20160604_FIRE_rm-n-mobo-c,-420,0.04901310056447983
20160604_FIRE_rm-n-mobo-c,-360,0.021750904619693756
20160604_FIRE_rm-n-mobo-c,-300,0.02816310152411461
20160604_FIRE_rm-n-mobo-c,-240,0.03711835667490959
20160604_FIRE_rm-n-mobo-c,-180,0.0860619843006134
20160604_FIRE_rm-n-mobo-c,-120,0.03309730440378189
20160604_FIRE_rm-n-mobo-c,-60,0.06404637545347214
20160604_FIRE_rm-n-mobo-c,0,0.07359243184328079
20160604_FIRE_rm-n-mobo-c,60,0.7509457468986511
20160604_FIRE_rm-n-mobo-c,120,0.793943464756012
20160604_FIRE_rm-n-mobo-c,180,0.8515384197235107
20160604_FIRE_rm-n-mobo-c,240,0.6772872805595398
20160604_FIRE_rm-n-mobo-c,300,0.5580955743789673
20160604_FIRE_rm-n-mobo-c,360,0.6943715810775757
20160604_FIRE_rm-n-mobo-c,420,0.5409862399101257
20160604_FIRE_rm-n-mobo-c,480,0.4464283287525177
20160604_FIRE_rm-n-mobo-c,540,0.40845242142677307
20160604_FIRE_rm-n-mobo-c,600,0.44528791308403015
20160604_FIRE_rm-n-mobo-c,660,0.3801422417163849
20160604_FIRE_rm-n-mobo-c,720,0.5303532481193542
20160604_FIRE_rm-n-mobo-c,780,0.5893404483795166
20160604_FIRE_rm-n-mobo-c,840,0.41100916266441345
20160604_FIRE_rm-n-mobo-c,900,0.21167053282260895
20160604_FIRE_rm-n-mobo-c,960,0.06436609476804733
20160604_FIRE_rm-n-mobo-c,1020,0.264384925365448
20160604_FIRE_rm-n-mobo-c,1080,0.4621615707874298
20160604_FIRE_rm-n-mobo-c,1140,0.5708692669868469
20160604_FIRE_rm-n-mobo-c,1200,0.6207336187362671
20160604_FIRE_rm-n-mobo-c,1260,0.566123366355896
20160604_FIRE_rm-n-mobo-c,1320,0.3700314164161682
20160604_FIRE_rm-n-mobo-c,1380,0.32670190930366516
20160604_FIRE_rm-n-mobo-c,1440,0.33640092611312866
20160604_FIRE_rm-n-mobo-c,1500,0.08365172892808914
20160604_FIRE_rm-n-mobo-c,1560,0.10543175786733627
20160604_FIRE_rm-n-mobo-c,1620,0.08115168660879135
20160604_FIRE_rm-n-mobo-c,1680,0.05781649425625801
20160604_FIRE_rm-n-mobo-c,1740,0.1914784461259842
20160604_FIRE_rm-n-mobo-c,1800,0.23922091722488403
20160604_FIRE_rm-n-mobo-c,1860,0.3146359324455261
20160604_FIRE_rm-n-mobo-c,1920,0.3495961129665375
20160604_FIRE_rm-n-mobo-c,1980,0.17746815085411072
20160604_FIRE_rm-n-mobo-c,2040,0.37447822093963623
20160604_FIRE_rm-n-mobo-c,2100,0.19565129280090332
20160604_FIRE_rm-n-mobo-c,2160,0.019807245582342148
20160604_FIRE_rm-n-mobo-c,2220,0.04654107615351677
20160604_FIRE_rm-n-mobo-c,2280,0.2177467942237854
20160604_FIRE_rm-n-mobo-c,2340,0.2912382483482361
20160604_FIRE_rm-n-mobo-c,2400,0.3525139093399048
20160604_FIRE_smer-tcs3-mobo-c,-2400,0.0029857985209673643
20160604_FIRE_smer-tcs3-mobo-c,-2340,0.002202569041401148
20160604_FIRE_smer-tcs3-mobo-c,-2280,0.005710643250495195
20160604_FIRE_smer-tcs3-mobo-c,-2220,0.00248523848131299
20160604_FIRE_smer-tcs3-mobo-c,-2160,0.0024420376867055893
20160604_FIRE_smer-tcs3-mobo-c,-2100,0.0038556421641260386
20160604_FIRE_smer-tcs3-mobo-c,-2040,0.0018195508746430278
20160604_FIRE_smer-tcs3-mobo-c,-1980,0.006954736541956663
20160604_FIRE_smer-tcs3-mobo-c,-1920,0.0037244786508381367
20160604_FIRE_smer-tcs3-mobo-c,-1860,0.011589061468839645
20160604_FIRE_smer-tcs3-mobo-c,-1800,0.008604468777775764
20160604_FIRE_smer-tcs3-mobo-c,-1740,0.013384773395955563
20160604_FIRE_smer-tcs3-mobo-c,-1680,0.01399312261492014
20160604_FIRE_smer-tcs3-mobo-c,-1620,0.008284308016300201
20160604_FIRE_smer-tcs3-mobo-c,-1560,0.011907574720680714
20160604_FIRE_smer-tcs3-mobo-c,-1500,0.011096098460257053
20160604_FIRE_smer-tcs3-mobo-c,-1440,0.00927940383553505
20160604_FIRE_smer-tcs3-mobo-c,-1380,0.015185226686298847
20160604_FIRE_smer-tcs3-mobo-c,-1320,0.010260817594826221
20160604_FIRE_smer-tcs3-mobo-c,-1260,0.006567521020770073
20160604_FIRE_smer-tcs3-mobo-c,-1200,0.007478241343051195
20160604_FIRE_smer-tcs3-mobo-c,-1140,0.010517959482967854
20160604_FIRE_smer-tcs3-mobo-c,-1080,0.008760654367506504
20160604_FIRE_smer-tcs3-mobo-c,-1020,0.0063659800216555595
20160604_FIRE_smer-tcs3-mobo-c,-960,0.005136754363775253
20160604_FIRE_smer-tcs3-mobo-c,-900,0.0051958635449409485
20160604_FIRE_smer-tcs3-mobo-c,-840,0.022155718877911568
20160604_FIRE_smer-tcs3-mobo-c,-780,0.004840471316128969
20160604_FIRE_smer-tcs3-mobo-c,-720,0.004064671229571104
20160604_FIRE_smer-tcs3-mobo-c,-660,0.004520985297858715
20160604_FIRE_smer-tcs3-mobo-c,-600,0.0028343431185930967
20160604_FIRE_smer-tcs3-mobo-c,-540,0.0027027169708162546
20160604_FIRE_smer-tcs3-mobo-c,-480,0.005061585456132889
20160604_FIRE_smer-tcs3-mobo-c,-420,0.004154353402554989
20160604_FIRE_smer-tcs3-mobo-c,-360,0.003804160049185157
20160604_FIRE_smer-tcs3-mobo-c,-300,0.0038512968458235264
20160604_FIRE_smer-tcs3-mobo-c,-240,0.003793507581576705
20160604_FIRE_smer-tcs3-mobo-c,-180,0.004934643395245075
20160604_FIRE_smer-tcs3-mobo-c,-120,0.005384710617363453
20160604_FIRE_smer-tcs3-mobo-c,-60,0.005429528187960386
20160604_FIRE_smer-tcs3-mobo-c,0,0.3796840012073517
20160604_FIRE_smer-tcs3-mobo-c,60,0.783471405506134
20160604_FIRE_smer-tcs3-mobo-c,120,0.8856222629547119
20160604_FIRE_smer-tcs3-mobo-c,180,0.7462977766990662
20160604_FIRE_smer-tcs3-mobo-c,240,0.02740386500954628
20160604_FIRE_smer-tcs3-mobo-c,300,0.024368438869714737
20160604_FIRE_smer-tcs3-mobo-c,360,0.04588719829916954
20160604_FIRE_smer-tcs3-mobo-c,420,0.005832891445606947
20160604_FIRE_smer-tcs3-mobo-c,480,0.016154197975993156
20160604_FIRE_smer-tcs3-mobo-c,540,0.023135650902986526
20160604_FIRE_smer-tcs3-mobo-c,600,0.010090582072734833
20160604_FIRE_smer-tcs3-mobo-c,660,0.013360099866986275
20160604_FIRE_smer-tcs3-mobo-c,720,0.005137690342962742
20160604_FIRE_smer-tcs3-mobo-c,780,0.017183272168040276
20160604_FIRE_smer-tcs3-mobo-c,840,0.004971926566213369
20160604_FIRE_smer-tcs3-mobo-c,900,0.00936856959015131
20160604_FIRE_smer-tcs3-mobo-c,960,0.0026974291540682316
20160604_FIRE_smer-tcs3-mobo-c,1020,0.0017259725136682391
20160604_FIRE_smer-tcs3-mobo-c,1080,0.0017827332485467196
20160604_FIRE_smer-tcs3-mobo-c,1140,0.0068472460843622684
20160604_FIRE_smer-tcs3-mobo-c,1200,0.002231568330898881
20160604_FIRE_smer-tcs3-mobo-c,1260,0.003588661551475525
20160604_FIRE_smer-tcs3-mobo-c,1320,0.004219369031488895
20160604_FIRE_smer-tcs3-mobo-c,1380,0.004673020448535681
20160604_FIRE_smer-tcs3-mobo-c,1440,0.0038489557337015867
20160604_FIRE_smer-tcs3-mobo-c,1500,0.0034861231688410044
20160604_FIRE_smer-tcs3-mobo-c,1560,0.005432025995105505
20160604_FIRE_smer-tcs3-mobo-c,1620,0.00501358974725008
20160604_FIRE_smer-tcs3-mobo-c,1680,0.004877747967839241
20160604_FIRE_smer-tcs3-mobo-c,1740,0.006216851063072681
20160604_FIRE_smer-tcs3-mobo-c,1800,0.004418842028826475
20160604_FIRE_smer-tcs3-mobo-c,1860,0.0020704129710793495
20160604_FIRE_smer-tcs3-mobo-c,1920,0.003202705644071102
20160604_FIRE_smer-tcs3-mobo-c,1980,0.002389730652794242
20160604_FIRE_smer-tcs3-mobo-c,2040,0.004350002389401197
20160604_FIRE_smer-tcs3-mobo-c,2100,0.0021299030631780624
20160604_FIRE_smer-tcs3-mobo-c,2160,0.003584451973438263
20160604_FIRE_smer-tcs3-mobo-c,2220,0.004106811713427305
20160604_FIRE_smer-tcs3-mobo-c,2280,0.003224629443138838
20160604_FIRE_smer-tcs3-mobo-c,2340,0.0019569890573620796
20160604_FIRE_smer-tcs3-mobo-c,2400,0.003771068761125207
20160619_FIRE_lp-e-iqeye,-2400,0.0
20160619_FIRE_lp-e-iqeye,-2280,0.0
20160619_FIRE_lp-e-iqeye,-2160,0.0
20160619_FIRE_lp-e-iqeye,-2040,0.005578914657235146
20160619_FIRE_lp-e-iqeye,-1920,0.0
20160619_FIRE_lp-e-iqeye,-1800,0.0
20160619_FIRE_lp-e-iqeye,-1680,0.0
20160619_FIRE_lp-e-iqeye,-1560,0.0
20160619_FIRE_lp-e-iqeye,-1440,0.0013710467610508204
20160619_FIRE_lp-e-iqeye,-1320,0.0
20160619_FIRE_lp-e-iqeye,-1200,0.0
20160619_FIRE_lp-e-iqeye,-1080,0.0
20160619_FIRE_lp-e-iqeye,-960,0.0
20160619_FIRE_lp-e-iqeye,-840,0.0
20160619_FIRE_lp-e-iqeye,-720,0.0
20160619_FIRE_lp-e-iqeye,-600,0.0
20160619_FIRE_lp-e-iqeye,-480,0.0
20160619_FIRE_lp-e-iqeye,-360,0.0
20160619_FIRE_lp-e-iqeye,-240,0.0
20160619_FIRE_lp-e-iqeye,-120,0.0
20160619_FIRE_lp-e-iqeye,0,0.01242789812386036
20160619_FIRE_lp-e-iqeye,120,0.0
20160619_FIRE_lp-e-iqeye,240,0.19163160026073456
20160619_FIRE_lp-e-iqeye,360,0.2190319001674652
20160619_FIRE_lp-e-iqeye,480,0.4287991523742676
20160619_FIRE_lp-e-iqeye,600,0.6989707350730896
20160619_FIRE_lp-e-iqeye,720,0.7519459128379822
20160619_FIRE_lp-e-iqeye,840,0.7592834830284119
20160619_FIRE_lp-e-iqeye,960,0.6241407990455627
20160619_FIRE_lp-e-iqeye,1080,0.2679057717323303
20160619_FIRE_lp-e-iqeye,1200,0.6355921626091003
20160619_FIRE_lp-e-iqeye,1320,0.7467833161354065
20160619_FIRE_lp-e-iqeye,1440,0.8179849982261658
20160619_FIRE_lp-e-iqeye,1560,0.8125162720680237
20160619_FIRE_lp-e-iqeye,1680,0.8277121782302856
20160619_FIRE_lp-e-iqeye,1800,0.7627730965614319
20160619_FIRE_lp-e-iqeye,1920,0.620251476764679
20160619_FIRE_lp-e-iqeye,2040,0.35852742195129395
20160619_FIRE_lp-e-iqeye,2160,0.15412627160549164
20160619_FIRE_lp-e-iqeye,2280,0.15328410267829895
20160619_FIRE_lp-e-iqeye,2400,0.4606028199195862
20160619_FIRE_om-e-mobo-c,-2400,0.0
20160619_FIRE_om-e-mobo-c,-2340,0.0
20160619_FIRE_om-e-mobo-c,-2280,0.001179828541353345
