file,conf
20171010_FIRE_rm-e-mobo-c__1507672082_-00540.jpg,0.439363569021225
20171010_FIRE_rm-e-mobo-c__1507671422_-01200.jpg,0.4363727569580078
20180725_FIRE_smer-tcs10-mobo-c__1532531399_-00480.jpg,0.4317183494567871
20171010_FIRE_rm-e-mobo-c__1507671842_-00780.jpg,0.43127310276031494
20180522_FIRE_rm-e-mobo-c__1527022082_-01380.jpg,0.4302438795566559
20170826_FIRE_tp-s-mobo-c__1503770893_-02040.jpg,0.428057461977005
20171010_FIRE_rm-e-mobo-c__1507671722_-00900.jpg,0.4278050363063812
20171010_FIRE_rm-e-mobo-c__1507672442_-00180.jpg,0.42739027738571167
20180522_FIRE_rm-e-mobo-c__1527022382_-01080.jpg,0.42680689692497253
20171010_FIRE_rm-e-mobo-c__1507671902_-00720.jpg,0.4267139732837677
20171010_FIRE_rm-e-mobo-c__1507671482_-01140.jpg,0.4263063669204712
20171010_FIRE_rm-e-mobo-c__1507671182_-01440.jpg,0.4241463243961334
20171010_FIRE_rm-e-mobo-c__1507672262_-00360.jpg,0.42412465810775757
20171010_FIRE_rm-e-mobo-c__1507672562_-00060.jpg,0.423902302980423
20180602_Alison_sp-w-mobo-c__1527968852_-01140.jpg,0.42386797070503235
20171010_FIRE_rm-e-mobo-c__1507671602_-01020.jpg,0.4219079315662384
20171010_FIRE_rm-e-mobo-c__1507671542_-01080.jpg,0.41941139101982117
20171010_FIRE_rm-e-mobo-c__1507671662_-00960.jpg,0.41937726736068726
20171010_FIRE_rm-e-mobo-c__1507672022_-00600.jpg,0.4145681858062744
20180602_Alison_sp-s-mobo-c__1527969870_-00120.jpg,0.41163450479507446
20180602_Alison_sp-s-mobo-c__1527969810_-00180.jpg,0.4112898111343384
20171010_FIRE_rm-e-mobo-c__1507672382_-00240.jpg,0.4030967652797699
20180602_Alison_sp-w-mobo-c__1527968732_-01260.jpg,0.4023972749710083
20171010_FIRE_rm-e-mobo-c__1507671962_-00660.jpg,0.3999577760696411
20171010_FIRE_rm-e-mobo-c__1507672322_-00300.jpg,0.3997194468975067
20171010_FIRE_rm-e-mobo-c__1507672142_-00480.jpg,0.3967142403125763
20171010_FIRE_rm-e-mobo-c__1507670942_-01680.jpg,0.39600709080696106
20171010_FIRE_rm-e-mobo-c__1507672202_-00420.jpg,0.3919616639614105
20171010_FIRE_rm-e-mobo-c__1507670402_-02220.jpg,0.39105960726737976
20171010_FIRE_rm-e-mobo-c__1507670822_-01800.jpg,0.3904437720775604
20171010_FIRE_rm-e-mobo-c__1507671122_-01500.jpg,0.39004966616630554
20171010_FIRE_rm-e-mobo-c__1507672502_-00120.jpg,0.38887038826942444
20171010_FIRE_rm-e-mobo-c__1507671062_-01560.jpg,0.3875943422317505
20171010_FIRE_rm-e-mobo-c__1507671302_-01320.jpg,0.3861176371574402
20180723_FIRE_tp-e-mobo-c__1532381831_-01260.jpg,0.3807668685913086
20171010_FIRE_rm-e-mobo-c__1507671782_-00840.jpg,0.38020434975624084
20171010_FIRE_rm-e-mobo-c__1507670642_-01980.jpg,0.37304481863975525
20180602_Alison_sp-w-mobo-c__1527967652_-02340.jpg,0.3722167909145355
20170826_FIRE_tp-s-mobo-c__1503771313_-01620.jpg,0.371480256319046
20180725_FIRE_smer-tcs10-mobo-c__1532531339_-00540.jpg,0.3714197874069214
20180602_Alison_sp-w-mobo-c__1527967772_-02220.jpg,0.3705814778804779
20171010_FIRE_rm-e-mobo-c__1507670582_-02040.jpg,0.37047991156578064
20171010_FIRE_rm-e-mobo-c__1507670882_-01740.jpg,0.36933252215385437
20170826_FIRE_tp-s-mobo-c__1503771673_-01260.jpg,0.36789682507514954
20180725_FIRE_smer-tcs10-mobo-c__1532531819_-00060.jpg,0.36698466539382935
20180602_Alison_sp-w-mobo-c__1527969152_-00840.jpg,0.3669734597206116
20180725_FIRE_smer-tcs10-mobo-c__1532531279_-00600.jpg,0.3664422631263733
20180602_Alison_sp-w-mobo-c__1527969812_-00180.jpg,0.3635193407535553
20171010_FIRE_rm-e-mobo-c__1507671362_-01260.jpg,0.3622071444988251
20171010_FIRE_rm-e-mobo-c__1507671002_-01620.jpg,0.3619941473007202
20180602_Alison_sp-w-mobo-c__1527967712_-02280.jpg,0.3597961366176605
20180725_FIRE_smer-tcs10-mobo-c__1532531579_-00300.jpg,0.3593973219394684
20171010_FIRE_rm-e-mobo-c__1507670762_-01860.jpg,0.35891956090927124
20180723_FIRE_tp-e-mobo-c__1532381891_-01200.jpg,0.35714197158813477
20180602_Alison_sp-w-mobo-c__1527969872_-00120.jpg,0.353175550699234
20171010_FIRE_rm-e-mobo-c__1507670522_-02100.jpg,0.35229334235191345
20180602_Alison_sp-s-mobo-c__1527969330_-00660.jpg,0.3521134555339813
20170826_FIRE_tp-s-mobo-c__1503772213_-00720.jpg,0.3519648611545563
20171010_FIRE_rm-e-mobo-c__1507670702_-01920.jpg,0.3519379496574402
20180723_FIRE_tp-e-mobo-c__1532382551_-00540.jpg,0.35075467824935913
20180602_Alison_sp-s-mobo-c__1527967770_-02220.jpg,0.3461408019065857
20171010_FIRE_rm-e-mobo-c__1507670282_-02340.jpg,0.34210848808288574
20180602_Alison_sp-s-mobo-c__1527967710_-02280.jpg,0.3406835198402405
20171010_FIRE_rm-e-mobo-c__1507670222_-02400.jpg,0.34012243151664734
20180522_FIRE_rm-e-mobo-c__1527022622_-00840.jpg,0.33895817399024963
20171010_FIRE_hp-w-mobo-c__1507671751_-00720.jpg,0.33688005805015564
20180725_FIRE_smer-tcs10-mobo-c__1532531639_-00240.jpg,0.3315978944301605
20180723_FIRE_tp-e-mobo-c__1532381771_-01320.jpg,0.32768958806991577
20180725_FIRE_smer-tcs10-mobo-c__1532531759_-00120.jpg,0.3267331123352051
20170826_FIRE_tp-s-mobo-c__1503771913_-01020.jpg,0.32427915930747986
20180723_FIRE_tp-e-mobo-c__1532382251_-00840.jpg,0.32409197092056274
20170826_FIRE_tp-s-mobo-c__1503771853_-01080.jpg,0.31954705715179443
20171010_FIRE_rm-e-mobo-c__1507670342_-02280.jpg,0.3194904923439026
20180723_FIRE_tp-e-mobo-c__1532381951_-01140.jpg,0.3184552490711212
20180602_Alison_sp-w-mobo-c__1527969512_-00480.jpg,0.3181920051574707
20180602_Alison_sp-s-mobo-c__1527969630_-00360.jpg,0.31745582818984985
20180723_FIRE_tp-e-mobo-c__1532382431_-00660.jpg,0.315270334482193
20180602_Alison_sp-s-mobo-c__1527967590_-02400.jpg,0.3129015266895294
20171010_FIRE_hp-w-mobo-c__1507671691_-00780.jpg,0.3124445676803589
20180603_FIRE_sm-w-mobo-c__1528065513_-01860.jpg,0.3120124638080597
20180603_FIRE_sm-w-mobo-c__1528065213_-02160.jpg,0.3095211982727051
20170821_FIRE_lo-s-mobo-c__1503349763_-00240.jpg,0.3091799318790436
20180602_Alison_sp-w-mobo-c__1527969272_-00720.jpg,0.30899277329444885
20180723_FIRE_tp-e-mobo-c__1532382491_-00600.jpg,0.30819448828697205
20180725_FIRE_smer-tcs10-mobo-c__1532531459_-00420.jpg,0.3054317235946655
20180602_Alison_sp-w-mobo-c__1527969572_-00420.jpg,0.3005438446998596
20180725_FIRE_smer-tcs10-mobo-c__1532531159_-00720.jpg,0.3004133701324463
20180725_FIRE_smer-tcs10-mobo-c__1532531699_-00180.jpg,0.29886394739151
20180723_FIRE_tp-e-mobo-c__1532382131_-00960.jpg,0.2988378405570984
20170826_FIRE_tp-s-mobo-c__1503771193_-01740.jpg,0.29853859543800354
20171010_FIRE_rm-e-mobo-c__1507670462_-02160.jpg,0.2962022125720978
