sequence,offset,max_conf
20160604_FIRE_rm-n-mobo-c,-2400,0.017025921493768692
20160604_FIRE_rm-n-mobo-c,-2340,0.02202789857983589
20160604_FIRE_rm-n-mobo-c,-2280,0.020140642300248146
20160604_FIRE_rm-n-mobo-c,-2220,0.030267691239714622
20160604_FIRE_rm-n-mobo-c,-2160,0.04422774538397789
20160604_FIRE_rm-n-mobo-c,-2100,0.025452500209212303
20160604_FIRE_rm-n-mobo-c,-2040,0.03506530821323395
20160604_FIRE_rm-n-mobo-c,-1980,0.027504807338118553
20160604_FIRE_rm-n-mobo-c,-1920,0.04367094114422798
20160604_FIRE_rm-n-mobo-c,-1860,0.03552820906043053
20160604_FIRE_rm-n-mobo-c,-1800,0.022833045572042465
20160604_FIRE_rm-n-mobo-c,-1740,0.03227938711643219
20160604_FIRE_rm-n-mobo-c,-1680,0.0344214104115963
20160604_FIRE_rm-n-mobo-c,-1620,0.050708234310150146
20160604_FIRE_rm-n-mobo-c,-1560,0.03383670747280121
20160604_FIRE_rm-n-mobo-c,-1500,0.04643024131655693
20160604_FIRE_rm-n-mobo-c,-1440,0.04439247399568558
20160604_FIRE_rm-n-mobo-c,-1380,0.021245919167995453
20160604_FIRE_rm-n-mobo-c,-1320,0.0415036715567112
20160604_FIRE_rm-n-mobo-c,-1260,0.04850652441382408
20160604_FIRE_rm-n-mobo-c,-1200,0.05958055332303047
20160604_FIRE_rm-n-mobo-c,-1140,0.05665619671344757
20160604_FIRE_rm-n-mobo-c,-1080,0.05874441936612129
20160604_FIRE_rm-n-mobo-c,-1020,0.038943711668252945
20160604_FIRE_rm-n-mobo-c,-960,0.038082417100667953
20160604_FIRE_rm-n-mobo-c,-900,0.035407040268182755
20160604_FIRE_rm-n-mobo-c,-840,0.17556428909301758
20160604_FIRE_rm-n-mobo-c,-780,0.07097554206848145
20160604_FIRE_rm-n-mobo-c,-720,0.03504832834005356
20160604_FIRE_rm-n-mobo-c,-660,0.05182024836540222
20160604_FIRE_rm-n-mobo-c,-600,0.07643255591392517
20160604_FIRE_rm-n-mobo-c,-540,0.05485887825489044
20160604_FIRE_rm-n-mobo-c,-480,0.04421801120042801
20160604_FIRE_rm-n-mobo-c,-420,0.08365907520055771
20160604_FIRE_rm-n-mobo-c,-360,0.021732453256845474
20160604_FIRE_rm-n-mobo-c,-300,0.1785537302494049
20160604_FIRE_rm-n-mobo-c,-240,0.026076670736074448
20160604_FIRE_rm-n-mobo-c,-180,0.14435669779777527
20160604_FIRE_rm-n-mobo-c,-120,0.12052931636571884
20160604_FIRE_rm-n-mobo-c,-60,0.08691039681434631
20160604_FIRE_rm-n-mobo-c,0,0.28585726022720337
20160604_FIRE_rm-n-mobo-c,60,0.37412163615226746
20160604_FIRE_rm-n-mobo-c,120,0.5689484477043152
20160604_FIRE_rm-n-mobo-c,180,0.6298617720603943
20160604_FIRE_rm-n-mobo-c,240,0.16228044033050537
20160604_FIRE_rm-n-mobo-c,300,0.14485250413417816
20160604_FIRE_rm-n-mobo-c,360,0.1816781908273697
20160604_FIRE_rm-n-mobo-c,420,0.09694172441959381
20160604_FIRE_rm-n-mobo-c,480,0.03656351938843727
20160604_FIRE_rm-n-mobo-c,540,0.04430026933550835
20160604_FIRE_rm-n-mobo-c,600,0.09046821296215057
20160604_FIRE_rm-n-mobo-c,660,0.364528089761734
20160604_FIRE_rm-n-mobo-c,720,0.17877401411533356
20160604_FIRE_rm-n-mobo-c,780,0.36186835169792175
20160604_FIRE_rm-n-mobo-c,840,0.334428071975708
20160604_FIRE_rm-n-mobo-c,900,0.24516795575618744
20160604_FIRE_rm-n-mobo-c,960,0.05274505540728569
20160604_FIRE_rm-n-mobo-c,1020,0.036699358373880386
20160604_FIRE_rm-n-mobo-c,1080,0.05667141452431679
20160604_FIRE_rm-n-mobo-c,1140,0.24975591897964478
20160604_FIRE_rm-n-mobo-c,1200,0.08937282115221024
20160604_FIRE_rm-n-mobo-c,1260,0.21376536786556244
20160604_FIRE_rm-n-mobo-c,1320,0.19248168170452118
20160604_FIRE_rm-n-mobo-c,1380,0.09043670445680618
20160604_FIRE_rm-n-mobo-c,1440,0.15401294827461243
20160604_FIRE_rm-n-mobo-c,1500,0.1364775151014328
20160604_FIRE_rm-n-mobo-c,1560,0.37652966380119324
20160604_FIRE_rm-n-mobo-c,1620,0.3332553505897522
20160604_FIRE_rm-n-mobo-c,1680,0.3133060932159424
20160604_FIRE_rm-n-mobo-c,1740,0.20410554111003876
20160604_FIRE_rm-n-mobo-c,1800,0.31197744607925415
20160604_FIRE_rm-n-mobo-c,1860,0.4240538477897644
20160604_FIRE_rm-n-mobo-c,1920,0.17735236883163452
20160604_FIRE_rm-n-mobo-c,1980,0.2885127067565918
20160604_FIRE_rm-n-mobo-c,2040,0.24164420366287231
20160604_FIRE_rm-n-mobo-c,2100,0.13941732048988342
20160604_FIRE_rm-n-mobo-c,2160,0.028979502618312836
20160604_FIRE_rm-n-mobo-c,2220,0.07069731503725052
20160604_FIRE_rm-n-mobo-c,2280,0.07300085574388504
20160604_FIRE_rm-n-mobo-c,2340,0.21174152195453644
20160604_FIRE_rm-n-mobo-c,2400,0.04907621815800667
20160604_FIRE_smer-tcs3-mobo-c,-2400,0.07903497666120529
20160604_FIRE_smer-tcs3-mobo-c,-2340,0.03110043704509735
20160604_FIRE_smer-tcs3-mobo-c,-2280,0.11406584829092026
20160604_FIRE_smer-tcs3-mobo-c,-2220,0.026052074506878853
20160604_FIRE_smer-tcs3-mobo-c,-2160,0.05201633274555206
20160604_FIRE_smer-tcs3-mobo-c,-2100,0.061113178730010986
20160604_FIRE_smer-tcs3-mobo-c,-2040,0.11711223423480988
20160604_FIRE_smer-tcs3-mobo-c,-1980,0.10680435597896576
20160604_FIRE_smer-tcs3-mobo-c,-1920,0.032054610550403595
20160604_FIRE_smer-tcs3-mobo-c,-1860,0.039841748774051666
20160604_FIRE_smer-tcs3-mobo-c,-1800,0.08497342467308044
20160604_FIRE_smer-tcs3-mobo-c,-1740,0.11164606362581253
20160604_FIRE_smer-tcs3-mobo-c,-1680,0.06264125555753708
20160604_FIRE_smer-tcs3-mobo-c,-1620,0.07279017567634583
20160604_FIRE_smer-tcs3-mobo-c,-1560,0.02178853377699852
20160604_FIRE_smer-tcs3-mobo-c,-1500,0.03429334610700607
20160604_FIRE_smer-tcs3-mobo-c,-1440,0.040010642260313034
20160604_FIRE_smer-tcs3-mobo-c,-1380,0.10076994448900223
20160604_FIRE_smer-tcs3-mobo-c,-1320,0.03266981989145279
20160604_FIRE_smer-tcs3-mobo-c,-1260,0.030543237924575806
20160604_FIRE_smer-tcs3-mobo-c,-1200,0.0609627291560173
20160604_FIRE_smer-tcs3-mobo-c,-1140,0.023597249761223793
20160604_FIRE_smer-tcs3-mobo-c,-1080,0.10856050997972488
20160604_FIRE_smer-tcs3-mobo-c,-1020,0.06275666505098343
20160604_FIRE_smer-tcs3-mobo-c,-960,0.03838934376835823
20160604_FIRE_smer-tcs3-mobo-c,-900,0.05207204818725586
20160604_FIRE_smer-tcs3-mobo-c,-840,0.07892657816410065
20160604_FIRE_smer-tcs3-mobo-c,-780,0.06531103700399399
20160604_FIRE_smer-tcs3-mobo-c,-720,0.04945807531476021
20160604_FIRE_smer-tcs3-mobo-c,-660,0.02154221571981907
20160604_FIRE_smer-tcs3-mobo-c,-600,0.09675687551498413
20160604_FIRE_smer-tcs3-mobo-c,-540,0.03130679950118065
20160604_FIRE_smer-tcs3-mobo-c,-480,0.08117154985666275
20160604_FIRE_smer-tcs3-mobo-c,-420,0.044787194579839706
20160604_FIRE_smer-tcs3-mobo-c,-360,0.07792539149522781
20160604_FIRE_smer-tcs3-mobo-c,-300,0.05120757967233658
20160604_FIRE_smer-tcs3-mobo-c,-240,0.07220172137022018
20160604_FIRE_smer-tcs3-mobo-c,-180,0.12848632037639618
20160604_FIRE_smer-tcs3-mobo-c,-120,0.0778232142329216
20160604_FIRE_smer-tcs3-mobo-c,-60,0.09378684312105179
20160604_FIRE_smer-tcs3-mobo-c,0,0.5592023730278015
20160604_FIRE_smer-tcs3-mobo-c,60,0.771183431148529
20160604_FIRE_smer-tcs3-mobo-c,120,0.7771888375282288
20160604_FIRE_smer-tcs3-mobo-c,180,0.7949283123016357
20160604_FIRE_smer-tcs3-mobo-c,240,0.26094552874565125
20160604_FIRE_smer-tcs3-mobo-c,300,0.21507883071899414
20160604_FIRE_smer-tcs3-mobo-c,360,0.34384214878082275
20160604_FIRE_smer-tcs3-mobo-c,420,0.07936842739582062
20160604_FIRE_smer-tcs3-mobo-c,480,0.08183854818344116
20160604_FIRE_smer-tcs3-mobo-c,540,0.09909436851739883
20160604_FIRE_smer-tcs3-mobo-c,600,0.25638091564178467
20160604_FIRE_smer-tcs3-mobo-c,660,0.18037861585617065
20160604_FIRE_smer-tcs3-mobo-c,720,0.16017666459083557
20160604_FIRE_smer-tcs3-mobo-c,780,0.2798120677471161
20160604_FIRE_smer-tcs3-mobo-c,840,0.12813273072242737
20160604_FIRE_smer-tcs3-mobo-c,900,0.2109578400850296
20160604_FIRE_smer-tcs3-mobo-c,960,0.09064114838838577
20160604_FIRE_smer-tcs3-mobo-c,1020,0.22501374781131744
20160604_FIRE_smer-tcs3-mobo-c,1080,0.06171905994415283
20160604_FIRE_smer-tcs3-mobo-c,1140,0.1660463809967041
20160604_FIRE_smer-tcs3-mobo-c,1200,0.13113388419151306
20160604_FIRE_smer-tcs3-mobo-c,1260,0.1502416580915451
20160604_FIRE_smer-tcs3-mobo-c,1320,0.10613487660884857
20160604_FIRE_smer-tcs3-mobo-c,1380,0.11485471576452255
20160604_FIRE_smer-tcs3-mobo-c,1440,0.10449284315109253
20160604_FIRE_smer-tcs3-mobo-c,1500,0.08495103567838669
20160604_FIRE_smer-tcs3-mobo-c,1560,0.059427451342344284
